startup_name,description,categorie,pays,ouverture,resultat,raison,fermeture,nombre_de_fondateur,founder,nombre_d_employe,founding_round,Total_funding,Profit,nombre_d_investisseur
softwareideas,"Hi there! I'm Kevin Conti and I'm the founder ofSoftware Ideas, a paid newsletter that sends hand-picked, validated SaaS ideas directly to your inbox. It's currently sitting at about $8,000 MRR in just over four months, and I'm really enjoying it! Ã¢â‚¬Â I never meant to make Software Ideas.",Software & Hardware,United States,2017,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Kevin Conti,10,2,-1,193883,1
curiouscheck,Hey - So I'll dive a little into my family background. My mother was born in Puerto Rico and my father was born in Switzerland.,Software & Hardware,United States,2010,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,1,Carlos Crameri,10,4,-1,132816,1
growth-cave,Hey Failory! Thanks for having me. My name's Lucas Lee-Tyson.,Marketing,United States,2016,active,"Experience of the Founder, Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Lucas Lee-Tyson,30,1,-1,357193,1
narcine,"I'm Ognyan, 32, Industrial Designer, Engineer and Entrepreneur from Sofia, Bulgaria. I believe that in the 21st century you don't need a two-ton machine to transport a single passenger in the city.",Transportation,Bulgaria,2016,active,"Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Ognyan Bozhilov,10,1,-1,173767,1
emit,"Hey, I'm a 23-year-old engineering graduate from Imperial College London and co-founded emit with my friend Thushaan in June 2018. emit is a smartwatch that makes you more conscientious with your use of time by using the psychology of scarcity.",e-Commerce,United Kingdom,2018,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Stephen Titus,10,1,-1,114569,1
growthmentor,"I'm what you would call a 'third culture kid.' I was born in America, but my parents are Greeks. At three years old we moved to Greece.",Education,Greece,2017,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Foti Panagio,50,2,-1,775249,1
park-io,Hi! My name is Mike Carson and I am a computer programmer and identify as a hacker. I am 41 years old and I am based in the Philadelphia area.,Software & Hardware,United States,2016,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,2,Mike Carson,10,1,-1,176211,1
akko,"We are Jared Brier and Eric Schneider, and we're the co-founders and co-CEOs ofAKKO, the Spotify for protection plans. Just as Spotify bundled together all the songs people wanted to hear in one convenient package, we're bundling together protection for all your most valuable personal possessions Ã¢â‚¬â€œ starting with your phone, but including up to 25 other items, including laptops, TVs, audio equipment, sports gear, and much more.",Services,United States,2018,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,2,Jared Brier and Eric Schneider,30,1,-1,311602,1
awesomic,"Hi there! We're Roman and Stacy - founders ofAwesomic, an app that automatically matches design tasks with the best-fit designer. I run the company as a CEO, and Stacy operates as a COO and CMO.",Design,United States,2018,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,2,Roman Sevastyanov,10,1,-1,111133,1
bildr,"Hey hey! I'm Mark, an 80s kid from Austin TX, and the CEO of Bildr.com Ã°Å¸â€˜â€¹ Bildr is an all-in-one platform for visual web development. Build web apps, launch SaaS products, create Chrome Extensions, and build the future with web3, with or without code.",Software & Hardware,United States,2006,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Mark Magnuson,20,1,-1,295262,1
buttercloth,"Hey everyone! I'm Danh, founder of Buttercloth. I'm 45, was born in Vietnam and I'm currently living in Carson, California.",e-Commerce,United States,2017,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,1,Danh Tran,10,1,-1,149271,1
circle,"Hi! My name is Andy, I'm 32 and I'm based in New York. I'm one of the co-founders ofCircle, a modern community platform, where I lead growth and marketing.",Software & Hardware,United States,2017,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,4,Andrew Guttormsen,10,1,-1,145831,1
cold-email-studio,"Hi, I'm Andrew Pierno. I Ã¢â‚¬Å“builtÃ¢â‚¬Â Cold Email Studio, the first product out of XOXO Capital (more on that later).",Marketing,United States,2018,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Andrew Pierno,20,1,-1,218875,1
crabi,"I'm Cristina Carvallo (CPO at Crabi), I'm 35 years old, based in Guadalajara Jalisco. Together with Javier Orozco (CEO & Founder) and with Arnoldo de la Torre (COO), we founded Crabi in 2017 to transform one of the most traditional industries in MÃƒÂ©xico: the auto insurance industry.",Services,Mexico,2017,active,"Experience of the Founder, Robust Business Model, Profitability, Strong Leadership, Geographical Advantage",-1,1,Cristina Carvallo,30,1,-1,445400,1
css-for-js-developers,"Hi there! I'm a front-end software developer from Montreal, Canada. I've worked for organizations like Khan Academy, DigitalOcean, Concordia University, and Gatsby Inc.",Education,Canada,2018,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,1,Josh Comeau,30,1,-1,542535,1
deluxemaid,"My name is Finn Pegler and I run a local cleaning company in Indianapolis called DeluxeMaid. I am 31 years old and run the entire business remotely from London, England.",Services,United States,2018,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Finn Pegler,20,3,-1,253288,1
endeavorun,"Hey, I'm Jake! I'm 33, live in Arlington, Virginia, and I'm the creator of Endeavorun, a running company that hosts retreats for recreational adult runners. Our retreats are a hybrid vacation & workshop where runners of all levels join a handful of professional athletes, coaches, and experts (sports dietitians, strength coaches, etc.) for a pro-style training camp.",Health,United States,2019,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Jake Tuber,20,3,-1,270579,1
flexiple,I am a third-generation entrepreneur. I was born at a time when my grandfather and father had just closed down their clothes manufacturing business and had plans to start a hardware trading business.,Software & Hardware,India,2016,active,"Experience of the Founder, Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,3,Suvansh Bansal,10,1,-1,142039,1
headway," I'm Andrew Verboncouer, a 35-year-old entrepreneur and designer based out of Green Bay, WI. I'm one of three partners atHeadway, and we're helping create services, products, and communities that help founders launch and grow startups.",Services,United States,2018,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,4,Andrew Verboncouer,20,1,-1,379013,1
hyperstarter,"Thank you for the interview. My name is Giles Dawe, I'm 40 and am the owner of Hyperstarter which is based in the UK and China.",Marketing,United Kingdom,2016,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Giles Dawe,20,4,-1,218867,1
kimp,"I'm Senthu Velnayagam, and I'm the Co-Founder ofKimp. I'm mainly based in Canada - though I'm often traveling to connect with my team members who are based in different countries.",Design,Canada,2017,active,"Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,3,Senthu Velnayagam,20,1,-1,283663,1
liveagent,Ahoy! I'm David Cacik and I'm the Head of Growth atLiveAgent. I started my first company in high school and then another one in college.,Software & Hardware,Slovakia,2016,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,David Cacik,10,1,-1,167984,1
marketmuse,"Hi, my name is Jeff Coyle and I'm the co-founder and Chief Strategy Officer forMarketMuse. I'm based in Jacksonville, Florida but grew up in New Jersey.",Marketing,United States,2013,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,2,Jeff Coyle,30,1,-1,450709,1
microconf,"Hi, I'm Rob Walling. I'm 46 years old and located in Minneapolis.",Education,United States,2011,active,"Profitability, Strong Leadership, Geographical Advantage",-1,4,Rob Walling,20,2,-1,242143,1
monite,"Hi there! I'm a natural-born software engineer with over 20 years of experience specializing in backend apps and architecture. Currently, I serve as the CTO ofMonite, a fintech startup that my partner Ivan and I founded in 2020.",Finances,Germany,2020,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Andrey Korchak,50,1,-1,520386,4
mubert,My name is Alexey Kochetkov and I've been developing Mubert for over 6 years. Our startup is a platform powered by music producers that helps creators and brands generate unlimited royalty-free music with the help of AI.,Music,United States,2017,active,"Profitability, Strong Leadership, Geographical Advantage",-1,1,Alexey Kochetkov,30,1,-1,499716,1
my-auto-shop,"Hi, I'm Andy. I was raised in Auckland, before heading off to chase winters all over the world, throwing myself off jumps and down half-pipes.",Transportation,New Zealand,2016,active,"Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Andy Bowie,30,2,-1,485043,1
nogood,"My name is Mostafa ElBermawy. I'm the founder and CEO ofNoGood, a Growth and Performance Marketing Agency based out of New York City.",Marketing,United States,2020,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,2,Mostafa ElBermawy,20,1,-1,321897,1
ombori," Hello, my name is Andreas Hassellof, and I am the founder and CEO of OmboriGrid AB (publ), based in Stockholm.  Ombori is all about providing Ã¢â‚¬Å“digital experiences in physical spaces.Ã¢â‚¬Â In other words, we create interactive installations and apps that change the way people behave when they're in stores, airports, or other places - we're creating smart stores, smart offices, and so on.",Software & Hardware,Sweden,2018,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Andreas Hassellof,10,1,-1,195769,1
onak,"Hey Failories. We are an Engineer (Thomas), experienced outdoor sales manager (Dominique) and Designer (Otto) and we're currently working to make the best collapsible canoe out there.",e-Commerce,Belgium,2016,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Thomas Weyn,10,1,-1,176783,1
plutoview,My name is Arkadiy Baltser. I'm 23 and based in the USA.,Productivity,Remote,2019,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,1,Arkadiy Baltser,30,1,-1,451264,1
posture-keeper,"Hi, my name is Shirley Tan and I'm based in San Francisco, CA. I believe that I invented a product that is going to improve people lives in the workplace.",e-Commerce,United States,1997,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,1,Shirley Tan,10,1,-1,159207,1
processkit,"My name is Brian and I'm the founder ofProcessKit, a SaaS solution for teams, especially those doing client services, who want to build out processes and use them to drive their repeatable projects, like new customer onboarding and providing clients with monthly deliverables. I come from a background of building several bootstrapped businesses and I become more known for building productized services or taking client service businesses and turning them into productized businesses where teams just have to execute a package of services very efficiently, following defined processes that continue to work as the company scales.",Software & Hardware,United States,2019,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,1,Brian Casel,20,4,-1,336605,1
qwaiting,"I am Rohit, founder ofQwaiting. I'm 32 and currently based out in Singapore.",Software & Hardware,Singapore,2016,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,1,Rohit Garg,10,1,-1,179647,1
salonist,"I am Neeraj Gupta, founder ofSalonist. My age is 31 and currently, I am residing in Singapore.",Software & Hardware,India,2011,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Neeraj Gupta,10,1,-1,191302,1
scream-pretty,"I am an ex-TV Producer, who once I had kids decided to start an Ã¢â‚¬Ëœeasy' online business so that I could work from home and find that elusive work-life balance! Fail. My name is Lucy Lee, (43 years) based in Windsor, in the United Kingdom,Scream Prettyis my second jewellery brand after startingLily Charmedin 2011.",e-Commerce,United Kingdom,2016,active,"Experience of the Founder, Robust Business Model, Profitability, Strong Leadership, Geographical Advantage",-1,1,Lucy Lee,50,1,-1,763268,1
seomator,"Hi there, I'mNick Sawinyh, one of the two founders ofSeomator. I started my career as a network administrator in a local ISP company, where I met my business partnerEugene.",Software & Hardware,United States,2006,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Nick Sawinyh,20,1,-1,329482,1
stacking-the-bricks,"My name is Alex Hillman. I'm 37 and I'm based in Philadelphia, Pennsylvania.",Education,United States,2017,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,1,Alex Hillman,10,1,-1,176962,1
strengthrunning,"I'm Jason! I'm 37, live in Denver, Colorado, and always knew I wanted to be more closely involved with the running community. I started Strength Running in 2010 as a blog to share my experiences and the site quickly grew to be one of the largest running blogs in the world.",Health,United States,2010,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Jason Fitzgerald,30,1,-1,586372,1
swoop,"Hi there! My name is Amir and I'm the CEO/Co-Founder of Swoop. I'm from El Segundo, California.",Transportation,United States,2017,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Amir Ghorbani,20,1,-1,330605,1
tactiq,"Hi, I'm Nick. I'm 35, based in Sydney, and I'm the co-founder & COO of Tactiq.io.",Productivity,Australia,2018,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,6,Nick Nikolaiev,50,1,-1,881385,1
vidico,"Hi! My name is Michael Pirone and I'm a co-founder at Vidico, a video production agency that works with startups and tech companies like Square, Spotify, and Uber. Vidico is 5-years old now and is moving from startup to scaleup in 2021.",Social Media,Australia,2018,active,"Experience of the Founder, Robust Business Model, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,5,Michael Pirone,30,1,-1,349731,1
vimcal,"My name is John Li, and I'm the co-founder and CEO of Vimcal. I'm 29, and I'm not based out of anywhere.",Productivity,Remote,2018,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,2,John Li,30,1,-1,526122,2
visualsitemaps,"My name is Artur and I'm the CEO and co-founder ofVisualSitemaps, a platform that automatically generates beautiful visual sitemaps of any public or private website. I'm currently based in Bariloche, Argentina.",Software & Hardware,Argentina,2017,active,"Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,2,Artur Maklyarevsky,20,1,-1,316560,1
voyagu,"I have ten years of experience building tech companies and eight years in the travel industry, which includes working with both European and American travel agencies. My initial areas of action were sales and operations, but I later transitioned to tech products.",Travel,United States,2020,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Ivan Saprov,20,1,-1,383152,1
waydev,"Hi, I'm Alex (33) and I'm the CEO & Co-founder of Waydev, aGit analytics toolthat helps engineering managers gain better visibility into their development team. Waydev focuses on increasing team productivity and helps managers be data-driven.",Analytics,Romania,2007,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,2,Alex Circei,20,1,-1,346905,1
woovly,"Ã¢â‚¬ÂI am Neha Suyal, and I am changing the way small towns and cities of India discover fashion, beauty, and lifestyle products. Woovly, based in Bangalore, India, is my first entrepreneurial venture.",e-Commerce,India,2015,active,"Experience of the Founder, Profitability, Strong Leadership, Geographical Advantage",-1,2,Neha Suyal,20,1,-1,282938,1
wotnot,"I am Mitul Makadia, the Founder & CEO of Maruti Techlabs and WotNot. Maruti Techlabsis a product development company that assists small and medium-sized businesses and enterprises in their digital transformation endeavors.",Marketing,India,2019,active,"Experience of the Founder, Market and Network, Profitability, Strong Leadership, Geographical Advantage",-1,1,Mitul Makadia,20,1,-1,221662,1
